# Header 
32768 atoms

   1 atom types

0.0 86.88 xlo xhi
0.0 86.88 ylo yhi
0.0 86.88 zlo zhi
0.000000 0.000000 0.000000 xy xz yz

Masses

1 28.0855

Atoms

1 1 0.0 0.0 0.0
2 1 0.0 5.43 0.0
3 1 0.0 10.86 0.0
4 1 0.0 16.29 0.0
5 1 0.0 21.72 0.0
6 1 0.0 27.15 0.0
7 1 0.0 32.58 0.0
8 1 0.0 38.01 0.0
9 1 0.0 43.44 0.0
10 1 0.0 48.87 0.0
11 1 0.0 54.3 0.0
12 1 0.0 59.73 0.0
13 1 0.0 65.16 0.0
14 1 0.0 70.59 0.0
15 1 0.0 76.02 0.0
16 1 0.0 81.44999999999999 0.0
17 1 2.715 2.715 0.0
18 1 2.715 8.145 0.0
19 1 2.715 13.575 0.0
20 1 2.715 19.005 0.0
21 1 2.715 24.435 0.0
22 1 2.715 29.865 0.0
23 1 2.715 35.295 0.0
24 1 2.715 40.724999999999994 0.0
25 1 2.715 46.155 0.0
26 1 2.715 51.584999999999994 0.0
27 1 2.715 57.015 0.0
28 1 2.715 62.44499999999999 0.0
29 1 2.715 67.875 0.0
30 1 2.715 73.30499999999999 0.0
31 1 2.715 78.735 0.0
32 1 2.715 84.16499999999999 0.0
33 1 5.43 0.0 0.0
34 1 5.43 5.43 0.0
35 1 5.43 10.86 0.0
36 1 5.43 16.29 0.0
37 1 5.43 21.72 0.0
38 1 5.43 27.15 0.0
39 1 5.43 32.58 0.0
40 1 5.43 38.01 0.0
41 1 5.43 43.44 0.0
42 1 5.43 48.87 0.0
43 1 5.43 54.3 0.0
44 1 5.43 59.73 0.0
45 1 5.43 65.16 0.0
46 1 5.43 70.59 0.0
47 1 5.43 76.02 0.0
48 1 5.43 81.44999999999999 0.0
49 1 8.145 2.715 0.0
50 1 8.145 8.145 0.0
51 1 8.145 13.575 0.0
52 1 8.145 19.005 0.0
53 1 8.145 24.435 0.0
54 1 8.145 29.865 0.0
55 1 8.145 35.295 0.0
56 1 8.145 40.724999999999994 0.0
57 1 8.145 46.155 0.0
58 1 8.145 51.584999999999994 0.0
59 1 8.145 57.015 0.0
60 1 8.145 62.44499999999999 0.0
61 1 8.145 67.875 0.0
62 1 8.145 73.30499999999999 0.0
63 1 8.145 78.735 0.0
64 1 8.145 84.16499999999999 0.0
65 1 10.86 0.0 0.0
66 1 10.86 5.43 0.0
67 1 10.86 10.86 0.0
68 1 10.86 16.29 0.0
69 1 10.86 21.72 0.0
70 1 10.86 27.15 0.0
71 1 10.86 32.58 0.0
72 1 10.86 38.01 0.0
73 1 10.86 43.44 0.0
74 1 10.86 48.87 0.0
75 1 10.86 54.3 0.0
76 1 10.86 59.73 0.0
77 1 10.86 65.16 0.0
78 1 10.86 70.59 0.0
79 1 10.86 76.02 0.0
80 1 10.86 81.44999999999999 0.0
81 1 13.575 2.715 0.0
82 1 13.575 8.145 0.0
83 1 13.575 13.575 0.0
84 1 13.575 19.005 0.0
85 1 13.575 24.435 0.0
86 1 13.575 29.865 0.0
87 1 13.575 35.295 0.0
88 1 13.575 40.724999999999994 0.0
89 1 13.575 46.155 0.0
90 1 13.575 51.584999999999994 0.0
91 1 13.575 57.015 0.0
92 1 13.575 62.44499999999999 0.0
93 1 13.575 67.875 0.0
94 1 13.575 73.30499999999999 0.0
95 1 13.575 78.735 0.0
96 1 13.575 84.16499999999999 0.0
97 1 16.29 0.0 0.0
98 1 16.29 5.43 0.0
99 1 16.29 10.86 0.0
100 1 16.29 16.29 0.0
101 1 16.29 21.72 0.0
102 1 16.29 27.15 0.0
103 1 16.29 32.58 0.0
104 1 16.29 38.01 0.0
105 1 16.29 43.44 0.0
106 1 16.29 48.87 0.0
107 1 16.29 54.3 0.0
108 1 16.29 59.73 0.0
109 1 16.29 65.16 0.0
110 1 16.29 70.59 0.0
111 1 16.29 76.02 0.0
112 1 16.29 81.44999999999999 0.0
113 1 19.005 2.715 0.0
114 1 19.005 8.145 0.0
115 1 19.005 13.575 0.0
116 1 19.005 19.005 0.0
117 1 19.005 24.435 0.0
118 1 19.005 29.865 0.0
119 1 19.005 35.295 0.0
120 1 19.005 40.724999999999994 0.0
121 1 19.005 46.155 0.0
122 1 19.005 51.584999999999994 0.0
123 1 19.005 57.015 0.0
124 1 19.005 62.44499999999999 0.0
125 1 19.005 67.875 0.0
126 1 19.005 73.30499999999999 0.0
127 1 19.005 78.735 0.0
128 1 19.005 84.16499999999999 0.0
129 1 21.72 0.0 0.0
130 1 21.72 5.43 0.0
131 1 21.72 10.86 0.0
132 1 21.72 16.29 0.0
133 1 21.72 21.72 0.0
134 1 21.72 27.15 0.0
135 1 21.72 32.58 0.0
136 1 21.72 38.01 0.0
137 1 21.72 43.44 0.0
138 1 21.72 48.87 0.0
139 1 21.72 54.3 0.0
140 1 21.72 59.73 0.0
141 1 21.72 65.16 0.0
142 1 21.72 70.59 0.0
143 1 21.72 76.02 0.0
144 1 21.72 81.44999999999999 0.0
145 1 24.435 2.715 0.0
146 1 24.435 8.145 0.0
147 1 24.435 13.575 0.0
148 1 24.435 19.005 0.0
149 1 24.435 24.435 0.0
150 1 24.435 29.865 0.0
151 1 24.435 35.295 0.0
152 1 24.435 40.724999999999994 0.0
153 1 24.435 46.155 0.0
154 1 24.435 51.584999999999994 0.0
155 1 24.435 57.015 0.0
156 1 24.435 62.44499999999999 0.0
157 1 24.435 67.875 0.0
158 1 24.435 73.30499999999999 0.0
159 1 24.435 78.735 0.0
160 1 24.435 84.16499999999999 0.0
161 1 27.15 0.0 0.0
162 1 27.15 5.43 0.0
163 1 27.15 10.86 0.0
164 1 27.15 16.29 0.0
165 1 27.15 21.72 0.0
166 1 27.15 27.15 0.0
167 1 27.15 32.58 0.0
168 1 27.15 38.01 0.0
169 1 27.15 43.44 0.0
170 1 27.15 48.87 0.0
171 1 27.15 54.3 0.0
172 1 27.15 59.73 0.0
173 1 27.15 65.16 0.0
174 1 27.15 70.59 0.0
175 1 27.15 76.02 0.0
176 1 27.15 81.44999999999999 0.0
177 1 29.865 2.715 0.0
178 1 29.865 8.145 0.0
179 1 29.865 13.575 0.0
180 1 29.865 19.005 0.0
181 1 29.865 24.435 0.0
182 1 29.865 29.865 0.0
183 1 29.865 35.295 0.0
184 1 29.865 40.724999999999994 0.0
185 1 29.865 46.155 0.0
186 1 29.865 51.584999999999994 0.0
187 1 29.865 57.015 0.0
188 1 29.865 62.44499999999999 0.0
189 1 29.865 67.875 0.0
190 1 29.865 73.30499999999999 0.0
191 1 29.865 78.735 0.0
192 1 29.865 84.16499999999999 0.0
193 1 32.58 0.0 0.0
194 1 32.58 5.43 0.0
195 1 32.58 10.86 0.0
196 1 32.58 16.29 0.0
197 1 32.58 21.72 0.0
198 1 32.58 27.15 0.0
199 1 32.58 32.58 0.0
200 1 32.58 38.01 0.0
201 1 32.58 43.44 0.0
202 1 32.58 48.87 0.0
203 1 32.58 54.3 0.0
204 1 32.58 59.73 0.0
205 1 32.58 65.16 0.0
206 1 32.58 70.59 0.0
207 1 32.58 76.02 0.0
208 1 32.58 81.44999999999999 0.0
209 1 35.295 2.715 0.0
210 1 35.295 8.145 0.0
211 1 35.295 13.575 0.0
212 1 35.295 19.005 0.0
213 1 35.295 24.435 0.0
214 1 35.295 29.865 0.0
215 1 35.295 35.295 0.0
